"","From","Entry","Gene.Names","Annotation","Organism..ID.","Organism","Function..CC.","Cofactor","Tissue.specificity","Interacts.with","Protein.existence","Allergenic.Properties","Protein.families","Biotechnological.use","Redox.potential","uniprotkb"
"93","P29274","P29274","ADORA2A ADORA2","5","9606","Homo sapiens (Human)","FUNCTION: Receptor for adenosine (By similarity). The activity of this receptor is mediated by G proteins which activate adenylyl cyclase (By similarity). {ECO:0000250|UniProtKB:P11617}.",NA,NA,"P30542; P29274; P29275; O15155; P21554; Q99418; O15354; Q7Z6G3; O43759-2; Q13107; Q5T9L3-1; P31424-1","Evidence at protein level",NA,"G-protein coupled receptor 1 family",NA,NA,"P29274"
"94","Q9BZJ4","Q9BZJ4","SLC25A39 CGI-69 PRO2163","4","9606","Homo sapiens (Human)","FUNCTION: Mitochondrial transporter required for glutathione import into mitochondria (PubMed:34707288). Glutathione, which plays key roles in oxidative metabolism, is produced exclusively in the cytosol and is imported in many organelles (PubMed:34707288). Mitochondrial glutathione is required for the activity and stability of proteins containing iron-sulfur clusters, as well as erythropoiesis (PubMed:34707288). {ECO:0000269|PubMed:34707288}.",NA,"TISSUE SPECIFICITY: Expressed in many tissues (PubMed:11139402). Abundant in testis and kidney (PubMed:11139402). {ECO:0000269|PubMed:11139402}.",NA,"Evidence at protein level",NA,"Mitochondrial carrier (TC 2.A.29) family",NA,NA,"Q9BZJ4"
"95","P29274","P29274","ADORA2A ADORA2","5","9606","Homo sapiens (Human)","FUNCTION: Receptor for adenosine (By similarity). The activity of this receptor is mediated by G proteins which activate adenylyl cyclase (By similarity). {ECO:0000250|UniProtKB:P11617}.",NA,NA,"P30542; P29274; P29275; O15155; P21554; Q99418; O15354; Q7Z6G3; O43759-2; Q13107; Q5T9L3-1; P31424-1","Evidence at protein level",NA,"G-protein coupled receptor 1 family",NA,NA,"P29274"
"96","Q9BWU0","Q9BWU0","SLC4A1AP HLC3","4","9606","Homo sapiens (Human)",NA,NA,"TISSUE SPECIFICITY: Ubiquitously expressed. {ECO:0000269|PubMed:15764369}.","Q13418; P15884","Evidence at protein level",NA,NA,NA,NA,"Q9BWU0"
"97","P29274","P29274","ADORA2A ADORA2","5","9606","Homo sapiens (Human)","FUNCTION: Receptor for adenosine (By similarity). The activity of this receptor is mediated by G proteins which activate adenylyl cyclase (By similarity). {ECO:0000250|UniProtKB:P11617}.",NA,NA,"P30542; P29274; P29275; O15155; P21554; Q99418; O15354; Q7Z6G3; O43759-2; Q13107; Q5T9L3-1; P31424-1","Evidence at protein level",NA,"G-protein coupled receptor 1 family",NA,NA,"P29274"
"98","Q9H2V7","Q9H2V7","SPNS1 SPIN1 PP20300","5","9606","Homo sapiens (Human)","FUNCTION: Sphingolipid transporter (By similarity). May be involved in necrotic or autophagic cell death. {ECO:0000250, ECO:0000269|PubMed:12815463}.",NA,NA,"Q07817","Evidence at protein level",NA,"Major facilitator superfamily, Spinster (TC 2.A.1.49) family",NA,NA,"Q9H2V7"
"99","P14416","P14416","DRD2","5","9606","Homo sapiens (Human)","FUNCTION: Dopamine receptor whose activity is mediated by G proteins which inhibit adenylyl cyclase (PubMed:21645528). Positively regulates postnatal regression of retinal hyaloid vessels via suppression of VEGFR2/KDR activity, downstream of OPN5 (By similarity). {ECO:0000250|UniProtKB:P61168, ECO:0000269|PubMed:21645528}.",NA,"TISSUE SPECIFICITY: [Isoform 1]: Expressed in the anterior pituitary gland. {ECO:0000269|PubMed:2531656}.; TISSUE SPECIFICITY: [Isoform 2]: Expressed in the anterior pituitary gland. {ECO:0000269|PubMed:2531656}.","Q9NRI5; P14416; Q01959","Evidence at protein level",NA,"G-protein coupled receptor 1 family",NA,NA,"P14416"
"100","Q6NTF9","Q6NTF9","RHBDD2 RHBDL7","5","9606","Homo sapiens (Human)",NA,NA,NA,"O95870; Q13085-4; Q96CM8; Q07817; Q92843; Q9H5X1; Q9UHD4; P27658; P21964; Q9NR28; Q6P2H7; Q14318; P31512; Q96A11; P23434; Q5U4N7; Q9H8Y8; P33778; Q99525; P04792; Q96BM0; P24001; O60333-2; Q6P1Q0; P27338; Q5VZR4; Q5XKP0; Q96C03-3; Q9UH92-3; Q9H8L6; O95563; Q6IN84; Q9NZE8-2; Q96E29; Q9HB07; Q9Y3Q0; Q69YL0; Q9ULP0-2; Q9UMS0; Q8IXM6; Q96AL5; P17612; P54725; Q9Y3C5; P60602; Q8WXG1; Q96QR1; O14521; P50454; Q9BXI2; Q00325-2; O15079; Q17RD7; Q53QW1; P37173; P07204; O60830; Q6ZUI0; Q2NL82; A0A384ME17; Q05086-3; Q70CQ3; O76024","Evidence at protein level",NA,"Peptidase S54 family",NA,NA,"Q6NTF9"
"101","P14416","P14416","DRD2","5","9606","Homo sapiens (Human)","FUNCTION: Dopamine receptor whose activity is mediated by G proteins which inhibit adenylyl cyclase (PubMed:21645528). Positively regulates postnatal regression of retinal hyaloid vessels via suppression of VEGFR2/KDR activity, downstream of OPN5 (By similarity). {ECO:0000250|UniProtKB:P61168, ECO:0000269|PubMed:21645528}.",NA,"TISSUE SPECIFICITY: [Isoform 1]: Expressed in the anterior pituitary gland. {ECO:0000269|PubMed:2531656}.; TISSUE SPECIFICITY: [Isoform 2]: Expressed in the anterior pituitary gland. {ECO:0000269|PubMed:2531656}.","Q9NRI5; P14416; Q01959","Evidence at protein level",NA,"G-protein coupled receptor 1 family",NA,NA,"P14416"
"102","O15354","O15354","GPR37","5","9606","Homo sapiens (Human)","FUNCTION: Receptor for the neuroprotective and glioprotective factor prosaposin. Ligand binding induces endocytosis, followed by an ERK phosphorylation cascade. {ECO:0000269|PubMed:11439185, ECO:0000269|PubMed:23690594, ECO:0000269|PubMed:9526070}.",NA,"TISSUE SPECIFICITY: Expressed in brain and spinal cord, and at lower levels in testis, placenta and liver, but no detectable expression observed in any other tissue. When overexpressed in cells, tends to become insoluble and unfolded. Accumulation of the unfolded protein may lead to dopaminergic neuronal death in juvenile Parkinson disease (PDJ). {ECO:0000269|PubMed:9526070}.","P29274; D3DTF8; Q02930-3; O15540; Q5HYJ3-3; Q9UBS5; Q13639; Q5TA79; Q8IXL7-2; Q14995; Q14671; Q7Z7K5; Q969E2; P34741; P08195; Q01959; A0A024R4B0; Q9NX61; Q71RG4-4; Q9H313; O95070; Q5BJH7; P25490; Q9C0A1; Q7L8T7","Evidence at protein level",NA,"G-protein coupled receptor 1 family",NA,NA,"O15354"
"103","O15354","O15354","GPR37","5","9606","Homo sapiens (Human)","FUNCTION: Receptor for the neuroprotective and glioprotective factor prosaposin. Ligand binding induces endocytosis, followed by an ERK phosphorylation cascade. {ECO:0000269|PubMed:11439185, ECO:0000269|PubMed:23690594, ECO:0000269|PubMed:9526070}.",NA,"TISSUE SPECIFICITY: Expressed in brain and spinal cord, and at lower levels in testis, placenta and liver, but no detectable expression observed in any other tissue. When overexpressed in cells, tends to become insoluble and unfolded. Accumulation of the unfolded protein may lead to dopaminergic neuronal death in juvenile Parkinson disease (PDJ). {ECO:0000269|PubMed:9526070}.","P29274; D3DTF8; Q02930-3; O15540; Q5HYJ3-3; Q9UBS5; Q13639; Q5TA79; Q8IXL7-2; Q14995; Q14671; Q7Z7K5; Q969E2; P34741; P08195; Q01959; A0A024R4B0; Q9NX61; Q71RG4-4; Q9H313; O95070; Q5BJH7; P25490; Q9C0A1; Q7L8T7","Evidence at protein level",NA,"G-protein coupled receptor 1 family",NA,NA,"O15354"
"104","Q5JR12","Q5JR12","PPM1J PPP2CZ","4","9606","Homo sapiens (Human)",NA,NA,NA,"Q8TCE9; Q494U1-3; Q96GM5; Q9NZD8","Evidence at protein level",NA,"PP2C family",NA,NA,"Q5JR12"
"105","P16473","P16473","TSHR LGR3","5","9606","Homo sapiens (Human)","FUNCTION: Receptor for the thyroid-stimulating hormone (TSH) or thyrotropin (PubMed:11847099, PubMed:12045258). Also acts as a receptor for the heterodimeric glycoprotein hormone (GPHA2:GPHB5) or thyrostimulin (PubMed:12045258). The activity of this receptor is mediated by G proteins which activate adenylate cyclase (PubMed:11847099). Plays a central role in controlling thyroid cell metabolism (By similarity). {ECO:0000250|UniProtKB:P21463, ECO:0000269|PubMed:11847099, ECO:0000269|PubMed:12045258}.",NA,"TISSUE SPECIFICITY: Expressed in thyroide cells (at protein level) (PubMed:11847099). Expressed in the thyroid (PubMed:2610690). {ECO:0000269|PubMed:11847099, ECO:0000269|PubMed:2610690}.","P30542; Q9NPA3; Q14160; P21579","Evidence at protein level",NA,"G-protein coupled receptor 1 family, FSH/LSH/TSH subfamily",NA,NA,"P16473"
"106","P30542","P30542","ADORA1","5","9606","Homo sapiens (Human)","FUNCTION: Receptor for adenosine. The activity of this receptor is mediated by G proteins which inhibit adenylyl cyclase.",NA,NA,"P29274; P08588; P07550; P16473","Evidence at protein level",NA,"G-protein coupled receptor 1 family",NA,NA,"P30542"
